구분,지원자 ID,지원경로,포지션,지원일자,코딩테스트,코딩테스트_점수,코딩테스트_결과,서류전형,면접전형,면접전형_결과,입사일자,불합격 사유,,,,**업데이트 일자:,2026.05.19
개발,7188010,사람인,BE,2026. 3. 27,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7189155,잡코리아,BE,2026. 3. 27,X,,,,,,,서류_중복지원,,,,,
개발,7189157,잡코리아,BE,2026. 3. 27,X,,,,,,,서류_재지원자,,,,,
개발,7189174,잡코리아,BE,2026. 3. 27,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7189178,잡코리아,BE,2026. 3. 27,X,,,,,,,서류_재지원자,,,,,
개발,7190227,원티드,BE,2026. 3. 27,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7190854,원티드,BE,2026. 3. 27,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7191223,원티드,BE,2026. 3. 27,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7191341,원티드,BE,2026. 3. 27,O,396,합격,불합격,X,,,서류_불합격,,,,,
개발,7192729,원티드,BE,2026. 3. 27,O,410,합격,불합격,X,,,서류_불합격,,,,,
개발,7192880,원티드,BE,2026. 3. 27,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7195135,원티드,BE,2026. 3. 28,O,396,합격,불합격,X,,,서류_불합격,,,,,
개발,7195415,원티드,BE,2026. 3. 28,X,,,,,,,서류_외국인,,,,,
개발,7198452,원티드,BE,2026. 3. 29,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7202735,원티드,BE,2026. 3. 30,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7206017,사람인,BE,2026. 3. 30,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7206019,사람인,BE,2026. 3. 30,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7206029,사람인,BE,2026. 3. 30,O,,불합격,,,,,코테_기타,,,,,
개발,7206032,사람인,BE,2026. 3. 30,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7206037,원티드,BE,2026. 3. 30,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7206044,사람인,BE,2026. 3. 30,O,396,합격,불합격,X,,,서류_불합격,,,,,
개발,7206051,사람인,BE,2026. 3. 30,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7206143,잡코리아,BE,2026. 3. 30,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7206146,잡코리아,BE,2026. 3. 30,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7206152,잡코리아,BE,2026. 3. 30,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7206154,잡코리아,BE,2026. 3. 30,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7206162,잡코리아,BE,2026. 3. 30,X,,,,,,,서류_재지원자,,,,,
개발,7206165,잡코리아,BE,2026. 3. 30,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7206167,잡코리아,BE,2026. 3. 30,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7213218,원티드,BE,2026. 3. 30,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7213542,원티드,BE,2026. 3. 30,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7213861,원티드,BE,2026. 3. 30,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7214453,원티드,BE,2026. 3. 30,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7215696,원티드,BE,2026. 3. 31,O,,불합격,,,,,코테_미응시,,,,,
개발,7222040,원티드,BE,2026. 3. 31,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7223160,원티드,BE,2026. 3. 31,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7223569,원티드,BE,2026. 3. 31,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7225309,원티드,BE,2026. 3. 31,O,396,합격,불합격,X,,,서류_불합격,,,,,
개발,7235232,원티드,BE,2026. 4. 1,X,,,,,,,서류_재지원자,,,,,
개발,7235542,원티드,BE,2026. 4. 1,O,,불합격,,,,,코테_미응시,,,,,
개발,7236349,점핏,BE,2026. 4. 1,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7237159,원티드,BE,2026. 4. 1,O,505,합격,불합격,X,,,서류_불합격,,,,,
개발,7239246,원티드,BE,2026. 4. 1,O,396,합격,불합격,X,,,서류_불합격,,,,,
개발,7240155,원티드,BE,2026. 4. 1,O,299,불합격,,,,,코테_점수 미달,,,,,
개발,7240186,원티드,BE,2026. 4. 1,O,438,합격,불합격,X,,,서류_불합격,,,,,
개발,7241741,원티드,BE,2026. 4. 1,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7241869,원티드,BE,2026. 4. 1,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7243497,원티드,BE,2026. 4. 2,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7247121,원티드,BE,2026. 4. 2,X,,,,,,,서류_포지션마감,,,,,
개발,7247624,원티드,BE,2026. 4. 2,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7249859,원티드,BE,2026. 4. 2,O,396,합격,불합격,X,,,서류_불합격,,,,,
개발,7251137,원티드,BE,2026. 4. 3,O,497,합격,불합격,X,,,서류_불합격,,,,,
개발,7251518,점핏,BE,2026. 4. 3,O,,불합격,,,,,코테_미응시,,,,,
개발,7251530,점핏,BE,2026. 4. 3,X,,,,,,,서류_재지원자,,,,,
개발,7251691,사람인,BE,2026. 4. 3,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7251692,사람인,BE,2026. 4. 3,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7251699,사람인,BE,2026. 4. 3,X,,,,,,,서류_재지원자,,,,,
개발,7251700,사람인,BE,2026. 4. 3,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7251701,사람인,BE,2026. 4. 3,O,296,불합격,,,,,코테_점수 미달,,,,,
개발,7251709,사람인,BE,2026. 4. 3,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7251717,사람인,BE,2026. 4. 3,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7251726,사람인,BE,2026. 4. 3,X,,,,,,,서류_재지원자,,,,,
개발,7251734,사람인,BE,2026. 4. 3,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7251740,사람인,BE,2026. 4. 3,X,,,,,,,서류_재지원자,,,,,
개발,7251748,사람인,BE,2026. 4. 3,X,,,,,,,서류_재지원자,,,,,
개발,7251754,사람인,BE,2026. 4. 3,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7251761,사람인,BE,2026. 4. 3,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7251763,사람인,BE,2026. 4. 3,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7251767,사람인,BE,2026. 4. 3,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7251895,잡코리아,BE,2026. 4. 3,X,,,,,,,서류_재지원자,,,,,
개발,7251898,잡코리아,BE,2026. 4. 3,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7251903,잡코리아,BE,2026. 4. 3,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7251905,잡코리아,BE,2026. 4. 3,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7251911,잡코리아,BE,2026. 4. 3,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7253476,원티드,BE,2026. 4. 3,O,,불합격,,,,,코테_미응시,,,,,
개발,7255447,원티드,BE,2026. 4. 3,X,600,,,,,,서류_포지션마감,,,,,
개발,7257871,원티드,BE,2026. 4. 4,X,,,,,,,서류_재지원자,,,,,
개발,7258847,원티드,BE,2026. 4. 4,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7259166,원티드,BE,2026. 4. 4,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7259413,원티드,BE,2026. 4. 4,O,360,합격,불합격,X,,,서류_불합격,,,,,
개발,7259725,원티드,BE,2026. 4. 4,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7259817,원티드,BE,2026. 4. 4,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7263562,원티드,BE,2026. 4. 5,O,404,합격,불합격,X,,,서류_불합격,,,,,
개발,7266684,원티드,BE,2026. 4. 6,O,,불합격,,,,,코테_기타,,,,,
개발,7269606,원티드,BE,2026. 4. 6,O,396,합격,불합격,X,,,서류_불합격,,,,,
개발,7270005,원티드,BE,2026. 4. 6,X,,,,,,,서류_외국인,,,,,
개발,7270229,원티드,BE,2026. 4. 6,O,339,불합격,,,,,코테_점수 미달,,,,,
개발,7272066,원티드,BE,2026. 4. 6,O,,불합격,,,,,코테_미응시,,,,,
개발,7273314,원티드,BE,2026. 4. 6,O,,불합격,,,,,코테_미응시,,,,,
개발,7274088,원티드,BE,2026. 4. 6,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7274731,원티드,BE,2026. 4. 7,O,214,불합격,,,,,코테_점수 미달,,,,,
개발,7276715,원티드,BE,2026. 4. 7,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7277492,원티드,BE,2026. 4. 7,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7279310,원티드,BE,2026. 4. 7,O,,불합격,,,,,코테_미응시,,,,,
개발,7280939,원티드,BE,2026. 4. 7,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7283495,원티드,BE,2026. 4. 8,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7285714,점핏,BE,2026. 4. 8,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7285750,점핏,BE,2026. 4. 8,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7285937,점핏,BE,2026. 4. 8,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7285942,점핏,BE,2026. 4. 8,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7285952,점핏,BE,2026. 4. 8,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7285970,점핏,BE,2026. 4. 8,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7286425,사람인,BE,2026. 4. 8,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7286438,사람인,BE,2026. 4. 8,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7286441,사람인,BE,2026. 4. 8,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7286443,사람인,BE,2026. 4. 8,X,,,,,,,서류_재지원자,,,,,
개발,7286444,사람인,BE,2026. 4. 8,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7286451,사람인,BE,2026. 4. 8,X,,,,,,,서류_중복지원,,,,,
개발,7286456,사람인,BE,2026. 4. 8,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7286458,사람인,BE,2026. 4. 8,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7286461,사람인,BE,2026. 4. 8,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7286473,사람인,BE,2026. 4. 8,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7286476,사람인,BE,2026. 4. 8,X,,,,,,,서류_중복지원,,,,,
개발,7286477,사람인,BE,2026. 4. 8,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7286478,사람인,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7286486,사람인,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7286487,사람인,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7286491,사람인,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7286494,사람인,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7286495,사람인,BE,2026. 4. 8,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7286657,잡코리아,BE,2026. 4. 8,X,,,,,,,서류_재지원자,,,,,
개발,7286667,잡코리아,BE,2026. 4. 8,X,,,,,,,서류_재지원자,,,,,
개발,7286669,잡코리아,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7286672,잡코리아,BE,2026. 4. 8,X,,,,,,,서류_재지원자,,,,,
개발,7286674,잡코리아,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7286677,잡코리아,BE,2026. 4. 8,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7288379,원티드,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7290239,원티드,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7290998,원티드,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7293319,원티드,BE,2026. 4. 9,X,,,,,,,서류_포지션마감,,,,,
개발,7300133,원티드,BE,2026. 4. 9,X,,,,,,,서류_포지션마감,,,,,
개발,7307432,잡코리아,BE,2026. 4. 10,X,,,,,,,서류_포지션마감,,,,,
개발,7313655,원티드,BE,2026. 4. 11,X,,,,,,,서류_포지션마감,,,,,
개발,7330394,원티드,BE,2026. 4. 11,X,,,,,,,서류_외국인,,,,,
개발,7334628,원티드,BE,2026. 4. 12,X,,,,,,,서류_포지션마감,,,,,
개발,7344383,원티드,BE,2026. 4. 13,X,,,,,,,서류_포지션마감,,,,,
개발,7345651,원티드,BE,2026. 4. 13,X,,,,,,,서류_포지션마감,,,,,
개발,7347426,원티드,BE,2026. 4. 13,X,,,,,,,서류_포지션마감,,,,,
개발,7348227,원티드,BE,2026. 4. 13,X,,,,,,,서류_포지션마감,,,,,
개발,7349461,원티드,BE,2026. 4. 14,X,,,,,,,서류_포지션마감,,,,,
개발,7361939,사람인,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7361948,사람인,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7361951,사람인,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7361954,사람인,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7361961,사람인,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7361967,사람인,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7361972,사람인,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7361974,사람인,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7361980,사람인,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7361983,사람인,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7361991,사람인,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7361995,사람인,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7361998,사람인,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362372,점핏,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362384,점핏,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362392,점핏,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362401,점핏,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362405,점핏,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362466,잡코리아,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362468,잡코리아,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362471,잡코리아,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362477,잡코리아,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362479,잡코리아,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362481,잡코리아,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362487,잡코리아,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362492,잡코리아,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362494,잡코리아,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362496,잡코리아,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362499,잡코리아,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362501,잡코리아,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362503,잡코리아,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7395209,점핏,BE,2026. 4. 20,X,,,,,,,서류_포지션마감,,,,,
개발,7395216,점핏,BE,2026. 4. 20,X,,,,,,,서류_포지션마감,,,,,
개발,7395223,점핏,BE,2026. 4. 20,X,,,,,,,서류_재지원자,,,,,
개발,7395228,점핏,BE,2026. 4. 20,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7395242,점핏,BE,2026. 4. 20,X,,,,,,,서류_재지원자,,,,,
개발,6896700,원티드,BE,2026. 2. 13,O,534,합격,합격,O,합격,2026. 4. 1,,,,,,
개발,7488892,원티드,FE,2026. 4. 30,O,396,합격,합격,O,평가중,,,,,,,
개발,7527274,원티드,FE,2026. 5. 7,O,600,합격,평가중,,,,,,,,,
개발,7531495,원티드,FE,2026. 5. 8,O,402,합격,합격,O,평가중,,,,,,,
개발,7543062,점핏,FE,2026. 5. 11,O,396,합격,평가중,,,,,,,,,
개발,7543124,사람인,FE,2026. 5. 11,O,423,합격,평가중,,,,,,,,,
개발,7543153,잡코리아,FE,2026. 5. 11,O,600,합격,합격,O,평가중,,,,,,,
개발,7564918,원티드,FE,2026. 5. 13,O,420,합격,평가중,,,,,,,,,
개발,7571196,사람인,FE,2026. 5. 14,O,447,합격,평가중,,,,,,,,,
개발,7571292,잡코리아,FE,2026. 5. 14,O,423,합격,평가중,,,,,,,,,
개발,7571965,원티드,FE,2026. 5. 14,O,485,합격,평가중,,,,,,,,,
개발,7582096,원티드,FE,2026. 5. 15,O,534,합격,합격,O,평가중,,,,,,,
개발,7587039,원티드,FE,2026. 5. 17,O,396,합격,평가중,,,,,,,,,
개발,7592603,잡코리아,FE,2026. 5. 18,O,447,합격,평가중,,,,,,,,,
개발,7596939,원티드,FE,2026. 5. 18,O,360,합격,평가중,,,,,,,,,
개발,7602027,점핏,FE,2026. 5. 19,O,418,합격,평가중,,,,,,,,,
개발,7631716,점핏,FE,2026. 5. 20,O,407,합격,평가중,,,,,,,,,
개발,7646002,점핏,FE,2026. 5. 22,O,396,합격,평가중,,,,,,,,,
개발,7650438,원티드,FE,2026. 5. 22,O,,평가중,,,,,,,,,,
개발,7655438,원티드,FE,2026. 5. 25,O,,평가중,,,,,,,,,,
개발,7660815,사람인,FE,2026. 5. 26,O,,평가중,,,,,,,,,,
개발,7660858,점핏,FE,2026. 5. 26,O,,평가중,,,,,,,,,,
개발,7660894,점핏,FE,2026. 5. 26,O,,평가중,,,,,,,,,,
개발,7660904,점핏,FE,2026. 5. 26,O,,평가중,,,,,,,,,,
개발,7661069,잡코리아,FE,2026. 5. 26,O,,평가중,,,,,,,,,,
개발,7661083,잡코리아,FE,2026. 5. 26,O,,평가중,,,,,,,,,,
개발,7661089,잡코리아,FE,2026. 5. 26,O,,평가중,,,,,,,,,,
개발,7670354,사람인,FE,2026. 5. 27,O,,평가중,,,,,,,,,,
개발,7670363,사람인,FE,2026. 5. 27,O,,평가중,,,,,,,,,,
개발,7670369,사람인,FE,2026. 5. 27,O,,평가중,,,,,,,,,,
개발,7670905,잡코리아,FE,2026. 5. 27,O,,평가중,,,,,,,,,,
개발,7670908,잡코리아,FE,2026. 5. 27,O,,평가중,,,,,,,,,,
개발,7670911,잡코리아,FE,2026. 5. 27,O,,평가중,,,,,,,,,,
개발,7684469,원티드,FE,2026. 5. 28,O,,평가중,,,,,,,,,,
개발,7684996,원티드,FE,2026. 5. 28,O,,평가중,,,,,,,,,,
개발,7688852,원티드,FE,2026. 5. 29,O,,평가중,,,,,,,,,,
개발,7691762,원티드,FE,2026. 5. 29,O,,평가중,,,,,,,,,,
개발,7701225,원티드,FE,2026. 5. 31,평가중,,,,,,,,,,,,
개발,7701834,원티드,FE,2026. 5. 31,O,,평가중,,,,,,,,,,
개발,7702688,원티드,FE,2026. 5. 31,O,,평가중,,,,,,,,,,
개발,7706106,사람인,FE,2026. 6. 1,O,,평가중,,,,,,,,,,
개발,7706286,잡코리아,FE,2026. 6. 1,O,,평가중,,,,,,,,,,
개발,7706293,잡코리아,FE,2026. 6. 1,O,,평가중,,,,,,,,,,
개발,7706357,잡코리아,FE,2026. 6. 1,O,,평가중,,,,,,,,,,
개발,6643631,원티드,FE,2026. 1. 13,O,396,합격,불합격,X,,,서류_불합격,,,,,
개발,6643704,원티드,FE,2026. 1. 13,O,,불합격,,,,,코테_미응시,,,,,
개발,6643733,원티드,FE,2026. 1. 13,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6643862,원티드,FE,2026. 1. 13,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6643981,원티드,FE,2026. 1. 13,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6648630,원티드,FE,2026. 1. 13,X,,,,,,,서류_자격 요건 초과,,,,,
개발,6648796,원티드,FE,2026. 1. 13,O,,불합격,,,,,코테_미응시,,,,,
개발,6648886,원티드,FE,2026. 1. 13,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6648887,원티드,FE,2026. 1. 13,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6648917,원티드,FE,2026. 1. 13,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6649022,원티드,FE,2026. 1. 13,O,,불합격,,,,,코테_미응시,,,,,
개발,6649034,원티드,FE,2026. 1. 13,X,,,,,,,서류_기타,,,,,
개발,6649065,원티드,FE,2026. 1. 13,O,500,합격,불합격,X,,,서류_불합격,,,,,
개발,6649115,원티드,FE,2026. 1. 13,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6649158,원티드,FE,2026. 1. 13,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6649186,사람인,FE,2026. 1. 13,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6649239,원티드,FE,2026. 1. 13,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6649376,원티드,FE,2026. 1. 13,O,404,합격,불합격,X,,,서류_불합격,,,,,
개발,6649407,원티드,FE,2026. 1. 13,O,412,합격,불합격,X,,,서류_불합격,,,,,
개발,6649446,원티드,FE,2026. 1. 13,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6649470,원티드,FE,2026. 1. 13,O,400,합격,불합격,X,,,서류_불합격,,,,,
개발,6649479,원티드,FE,2026. 1. 13,O,399,합격,불합격,X,,,서류_불합격,,,,,
개발,6649561,잡코리아,FE,2026. 1. 13,O,315,불합격,,,,,코테_점수 미달,,,,,
개발,6649580,원티드,FE,2026. 1. 13,O,,불합격,,,,,코테_미응시,,,,,
개발,6649673,원티드,FE,2026. 1. 13,O,500,합격,합격,O,불합격,,면접_불합격,,,,,
개발,6649716,원티드,FE,2026. 1. 13,O,,불합격,,,,,코테_기타,,,,,
개발,6649833,사람인,FE,2026. 1. 13,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6650038,원티드,FE,2026. 1. 13,O,399,합격,합격,O,불합격,,면접_불합격,,,,,
개발,6650215,원티드,FE,2026. 1. 13,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6650255,사람인,FE,2026. 1. 13,O,396,합격,불합격,X,,,서류_불합격,,,,,
개발,6650348,원티드,FE,2026. 1. 13,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6650720,원티드,FE,2026. 1. 13,O,600,합격,불합격,X,,,서류_불합격,,,,,
개발,6650854,원티드,FE,2026. 1. 13,X,,,,,,,서류_외국인,,,,,
개발,6650902,잡코리아,FE,2026. 1. 13,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6651141,원티드,FE,2026. 1. 14,O,,불합격,,,,,코테_미응시,,,,,
개발,6651260,원티드,FE,2026. 1. 14,O,296,불합격,,,,,코테_점수 미달,,,,,
개발,6651496,원티드,FE,2026. 1. 14,O,396,합격,합격,O,불합격,,면접_불합격,,,,,
개발,6651532,원티드,FE,2026. 1. 14,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6651658,원티드,FE,2026. 1. 14,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6651724,원티드,FE,2026. 1. 14,X,,,,,,,서류_외국인,,,,,
개발,6651749,사람인,FE,2026. 1. 14,O,,불합격,,,,,코테_미응시,,,,,
개발,6651981,원티드,FE,2026. 1. 14,X,,,,,,,서류_기타,,,,,
개발,6652295,원티드,FE,2026. 1. 14,O,350,합격,불합격,X,,,서류_불합격,,,,,
개발,6652532,잡코리아,FE,2026. 1. 14,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6652748,잡코리아,FE,2026. 1. 14,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6652780,사람인,FE,2026. 1. 14,O,,불합격,,,,,코테_기타,,,,,
개발,6653073,원티드,FE,2026. 1. 14,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6653281,원티드,FE,2026. 1. 14,O,296,불합격,,,,,코테_점수 미달,,,,,
개발,6653542,원티드,FE,2026. 1. 14,O,200,불합격,,,,,코테_점수 미달,,,,,
개발,6653629,원티드,FE,2026. 1. 14,O,,불합격,,,,,코테_기타,,,,,
개발,6653952,원티드,FE,2026. 1. 14,O,200,불합격,,,,,코테_점수 미달,,,,,
개발,6654196,원티드,FE,2026. 1. 14,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6654295,원티드,FE,2026. 1. 14,O,500,합격,불합격,X,,,서류_불합격,,,,,
개발,6654347,원티드,FE,2026. 1. 14,O,,불합격,,,,,코테_미응시,,,,,
개발,6654426,원티드,FE,2026. 1. 14,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6654524,원티드,FE,2026. 1. 14,X,,,,,,,서류_외국인,,,,,
개발,6654563,원티드,FE,2026. 1. 14,O,,불합격,,,,,코테_기타,,,,,
개발,6654870,원티드,FE,2026. 1. 14,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6654932,원티드,FE,2026. 1. 14,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6655200,원티드,FE,2026. 1. 14,X,,,,,,,서류_자격 요건 초과,,,,,
개발,6655282,원티드,FE,2026. 1. 14,O,423,합격,불합격,X,,,서류_불합격,,,,,
개발,6655470,원티드,FE,2026. 1. 14,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6655627,잡코리아,FE,2026. 1. 14,O,,불합격,,,,,코테_미응시,,,,,
개발,6655654,원티드,FE,2026. 1. 14,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6655765,원티드,FE,2026. 1. 14,O,497,합격,합격,O,불합격,,면접_불합격,,,,,
개발,6655992,사람인,FE,2026. 1. 14,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6656173,원티드,FE,2026. 1. 14,O,,불합격,,,,,코테_미응시,,,,,
개발,6656445,원티드,FE,2026. 1. 14,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6656567,원티드,FE,2026. 1. 14,O,,불합격,,,,,코테_미응시,,,,,
개발,6656950,잡코리아,FE,2026. 1. 14,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6657341,원티드,FE,2026. 1. 14,O,,불합격,,,,,코테_미응시,,,,,
개발,6657474,원티드,FE,2026. 1. 14,X,,,,,,,서류_기타,,,,,
개발,6657589,원티드,FE,2026. 1. 14,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6657822,원티드,FE,2026. 1. 14,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6657944,원티드,FE,2026. 1. 14,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6657945,원티드,FE,2026. 1. 14,X,,,,,,,서류_기타,,,,,
개발,6658246,잡코리아,FE,2026. 1. 14,X,,,,,,,서류_외국인,,,,,
개발,6658610,원티드,FE,2026. 1. 14,X,,,,,,,서류_자격 요건 부족,,,,,
