구분,지원자 ID,지원경로,포지션,지원일자,코딩테스트,코딩테스트_점수,코딩테스트_결과,서류전형,면접전형,면접전형_결과,입사일자,불합격 사유,,,,**업데이트 일자:,2026.05.19
비개발,7061642,잡코리아,HR,2026. 3. 11,,,,불합격,X,,,서류_불합격,,,,,
비개발,7061643,잡코리아,HR,2026. 3. 11,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7061644,잡코리아,HR,2026. 3. 11,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7061645,잡코리아,HR,2026. 3. 11,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7061646,잡코리아,HR,2026. 3. 11,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7061647,잡코리아,HR,2026. 3. 11,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7061648,잡코리아,HR,2026. 3. 11,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7061649,잡코리아,HR,2026. 3. 11,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7061651,잡코리아,HR,2026. 3. 11,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7061652,잡코리아,HR,2026. 3. 11,,,,불합격,X,,,서류_불합격,,,,,
비개발,7070456,점핏,HR,2026. 3. 12,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7070457,사람인,HR,2026. 3. 12,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7070482,사람인,HR,2026. 3. 12,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7070484,사람인,HR,2026. 3. 12,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7070889,잡코리아,HR,2026. 3. 12,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7070890,잡코리아,HR,2026. 3. 12,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7070892,잡코리아,HR,2026. 3. 12,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7070893,잡코리아,HR,2026. 3. 12,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7070894,잡코리아,HR,2026. 3. 12,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7070895,잡코리아,HR,2026. 3. 12,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7070896,잡코리아,HR,2026. 3. 12,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093862,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093864,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093865,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093867,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093868,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093869,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093871,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093872,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7116885,원티드,서비스기획,2026. 3. 18,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7117432,원티드,서비스기획,2026. 3. 18,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7118085,원티드,서비스기획,2026. 3. 18,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7118328,원티드,서비스기획,2026. 3. 18,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7119503,원티드,서비스기획,2026. 3. 18,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7119774,원티드,서비스기획,2026. 3. 18,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7120040,원티드,서비스기획,2026. 3. 19,,,,불합격,X,,,서류_불합격,,,,,
비개발,7121763,원티드,서비스기획,2026. 3. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7122558,원티드,서비스기획,2026. 3. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7122617,사람인,서비스기획,2026. 3. 19,,,,불합격,X,,,서류_중복지원,,,,,
비개발,7122623,사람인,서비스기획,2026. 3. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7122633,사람인,서비스기획,2026. 3. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7122637,사람인,서비스기획,2026. 3. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7122646,사람인,서비스기획,2026. 3. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7122830,잡코리아,서비스기획,2026. 3. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7122835,잡코리아,서비스기획,2026. 3. 19,,,,합격,O,불합격,,면접_포기,,,,,
비개발,7123009,원픽,서비스기획,2026. 3. 19,,,,불합격,X,,,서류_중복지원,,,,,
비개발,7123628,원티드,서비스기획,2026. 3. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7125081,원티드,서비스기획,2026. 3. 19,,,,불합격,X,,,서류_불합격,,,,,
비개발,7126084,원티드,서비스기획,2026. 3. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7126448,원티드,서비스기획,2026. 3. 19,,,,불합격,X,,,서류_불합격,,,,,
비개발,7131174,잡코리아,서비스기획,2026. 3. 20,,,,불합격,X,,,서류_불합격,,,,,
비개발,7131203,원티드,서비스기획,2026. 3. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7135068,원티드,서비스기획,2026. 3. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7144108,원티드,서비스기획,2026. 3. 22,,,,불합격,X,,,서류_불합격,,,,,
비개발,7146528,원티드,서비스기획,2026. 3. 22,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7150777,사람인,서비스기획,2026. 3. 23,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7150786,사람인,서비스기획,2026. 3. 23,,,,불합격,X,,,서류_중복지원,,,,,
비개발,7150809,사람인,서비스기획,2026. 3. 23,,,,불합격,X,,,서류_불합격,,,,,
비개발,7150813,사람인,서비스기획,2026. 3. 23,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7151155,잡코리아,서비스기획,2026. 3. 23,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7151172,잡코리아,서비스기획,2026. 3. 23,,,,불합격,X,,,서류_중복지원,,,,,
비개발,7151189,잡코리아,서비스기획,2026. 3. 23,,,,불합격,X,,,서류_불합격,,,,,
비개발,7151197,잡코리아,서비스기획,2026. 3. 23,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7151203,잡코리아,서비스기획,2026. 3. 23,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7151219,잡코리아,서비스기획,2026. 3. 23,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7151223,잡코리아,서비스기획,2026. 3. 23,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7151358,원픽,서비스기획,2026. 3. 23,,,,불합격,X,,,서류_중복지원,,,,,
비개발,7151364,원픽,서비스기획,2026. 3. 23,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7151372,원픽,서비스기획,2026. 3. 23,,,,불합격,X,,,서류_중복지원,,,,,
비개발,7151386,원픽,서비스기획,2026. 3. 23,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7151406,원픽,서비스기획,2026. 3. 23,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7151416,원픽,서비스기획,2026. 3. 23,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7155470,원티드,서비스기획,2026. 3. 23,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7161127,사람인,서비스기획,2026. 3. 24,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7161266,잡코리아,서비스기획,2026. 3. 24,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7161278,잡코리아,서비스기획,2026. 3. 24,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7161281,잡코리아,서비스기획,2026. 3. 24,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7161283,잡코리아,서비스기획,2026. 3. 24,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7161285,잡코리아,서비스기획,2026. 3. 24,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7161375,원픽,서비스기획,2026. 3. 24,,,,불합격,X,,,서류_불합격,,,,,
비개발,7167007,원티드,서비스기획,2026. 3. 24,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7169105,원티드,서비스기획,2026. 3. 25,,,,불합격,X,,,서류_불합격,,,,,
비개발,7170634,잡코리아,서비스기획,2026. 3. 25,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7170635,잡코리아,서비스기획,2026. 3. 25,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7170639,잡코리아,서비스기획,2026. 3. 25,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7171810,원티드,서비스기획,2026. 3. 25,,,,불합격,X,,,서류_불합격,,,,,
비개발,7171902,원티드,서비스기획,2026. 3. 25,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7177546,원티드,서비스기획,2026. 3. 25,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7179935,잡코리아,서비스기획,2026. 3. 26,,,,불합격,X,,,서류_불합격,,,,,
비개발,7179980,잡코리아,서비스기획,2026. 3. 26,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7186814,원티드,서비스기획,2026. 3. 27,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7187951,사람인,서비스기획,2026. 3. 27,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7187953,사람인,서비스기획,2026. 3. 27,,,,불합격,X,,,서류_불합격,,,,,
비개발,7187965,사람인,서비스기획,2026. 3. 27,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7187970,사람인,서비스기획,2026. 3. 27,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7188054,잡코리아,서비스기획,2026. 3. 27,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7188063,잡코리아,서비스기획,2026. 3. 27,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7093873,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093878,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093881,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093882,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093883,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093888,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093890,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093891,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093893,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093895,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093897,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093898,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093899,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093900,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093902,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093903,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093905,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093906,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093907,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093909,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7093910,잡코리아,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7094116,사람인,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7094119,사람인,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7094122,사람인,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7094123,사람인,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7094124,사람인,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7094127,사람인,HR,2026. 3. 16,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7094129,사람인,HR,2026. 3. 16,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7094130,사람인,HR,2026. 3. 16,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7094131,사람인,HR,2026. 3. 16,,,,불합격,X,,,서류_중복지원,,,,,
비개발,7094132,사람인,HR,2026. 3. 16,,,,불합격,X,,,서류_중복지원,,,,,
비개발,7144408,기타,HR,2026. 3. 22,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7188069,잡코리아,서비스기획,2026. 3. 27,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7188078,잡코리아,서비스기획,2026. 3. 27,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7188081,잡코리아,서비스기획,2026. 3. 27,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7223107,원티드,서비스기획,2026. 3. 31,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7224408,원티드,서비스기획,2026. 3. 31,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7225106,원티드,서비스기획,2026. 3. 31,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7227012,원티드,서비스기획,2026. 3. 31,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7227419,원티드,서비스기획,2026. 3. 31,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7231065,원티드,서비스기획,2026. 3. 31,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7233285,원티드,서비스기획,2026. 3. 31,,,,불합격,X,,,서류_불합격,,,,,
비개발,7234486,원티드,서비스기획,2026. 4. 1,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7234623,원티드,서비스기획,2026. 4. 1,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7235275,원티드,서비스기획,2026. 4. 1,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7236300,원티드,서비스기획,2026. 4. 1,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7236322,사람인,서비스기획,2026. 4. 1,,,,불합격,X,,,서류_재지원자,,,,,
비개발,7236324,사람인,서비스기획,2026. 4. 1,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7236325,잡코리아,서비스기획,2026. 4. 1,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7236332,잡코리아,서비스기획,2026. 4. 1,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7236334,잡코리아,서비스기획,2026. 4. 1,,,,불합격,X,,,서류_재지원자,,,,,
비개발,7238518,원티드,서비스기획,2026. 4. 1,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7240251,원티드,서비스기획,2026. 4. 1,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7240365,원티드,서비스기획,2026. 4. 1,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7240941,원티드,서비스기획,2026. 4. 1,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7251435,사람인,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7251441,사람인,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_불합격,,,,,
비개발,7251932,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7251939,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_불합격,,,,,
비개발,7251947,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_불합격,,,,,
비개발,7251955,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7251958,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7251965,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_재지원자,,,,,
비개발,7251972,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_재지원자,,,,,
비개발,7251987,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7252002,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7252007,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7252015,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7252019,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7252025,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7252029,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7252036,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7252038,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7252048,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_불합격,,,,,
비개발,7252070,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_재지원자,,,,,
비개발,7252074,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_불합격,,,,,
비개발,7252080,원픽,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_재지원자,,,,,
비개발,7255395,원티드,서비스기획,2026. 4. 3,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7261867,원티드,서비스기획,2026. 4. 5,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7269346,원티드,서비스기획,2026. 4. 6,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7271713,원티드,서비스기획,2026. 4. 6,,,,불합격,X,,,서류_기타,,,,,
비개발,7271837,원티드,서비스기획,2026. 4. 6,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7272747,원티드,서비스기획,2026. 4. 6,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7278259,원티드,서비스기획,2026. 4. 7,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7279414,원티드,서비스기획,2026. 4. 7,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7283219,원티드,서비스기획,2026. 4. 7,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286145,사람인,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286163,사람인,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286164,사람인,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286190,사람인,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286207,사람인,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286231,사람인,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286234,사람인,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286243,사람인,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286246,원티드,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286258,사람인,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286307,사람인,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286311,사람인,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286313,사람인,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286314,사람인,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286553,잡코리아,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286555,잡코리아,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286556,잡코리아,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286557,잡코리아,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286559,잡코리아,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286560,잡코리아,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286561,잡코리아,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286563,잡코리아,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286567,잡코리아,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286569,잡코리아,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286571,잡코리아,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286572,잡코리아,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286691,원픽,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286693,원픽,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286696,원픽,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7286702,원픽,서비스기획,2026. 4. 8,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7293279,원티드,서비스기획,2026. 4. 9,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7297212,원티드,서비스기획,2026. 4. 9,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7301396,원티드,서비스기획,2026. 4. 10,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7304248,원티드,서비스기획,2026. 4. 10,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7305799,원티드,서비스기획,2026. 4. 10,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7310347,원티드,서비스기획,2026. 4. 11,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7313516,원티드,서비스기획,2026. 4. 11,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7395114,사람인,서비스기획,2026. 4. 20,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7395122,사람인,서비스기획,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7395124,사람인,서비스기획,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7395128,사람인,서비스기획,2026. 4. 20,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7395131,사람인,서비스기획,2026. 4. 20,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7395135,사람인,서비스기획,2026. 4. 20,,,,불합격,X,,,서류_재지원자,,,,,
비개발,7395139,사람인,서비스기획,2026. 4. 20,,,,불합격,X,,,서류_재지원자,,,,,
비개발,7395140,사람인,서비스기획,2026. 4. 20,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7395146,사람인,서비스기획,2026. 4. 20,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7395150,사람인,서비스기획,2026. 4. 20,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7395152,사람인,서비스기획,2026. 4. 20,,,,불합격,X,,,서류_재지원자,,,,,
비개발,7395168,사람인,서비스기획,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7395173,사람인,서비스기획,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7395181,사람인,서비스기획,2026. 4. 20,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7395191,사람인,서비스기획,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7395197,사람인,서비스기획,2026. 4. 20,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7395200,사람인,서비스기획,2026. 4. 20,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7395277,사람인,서비스기획,2026. 4. 20,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7395337,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7395338,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7395339,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7395340,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7395343,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7395344,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7395377,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7395379,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7395381,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7395383,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7395384,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_재지원자,,,,,
비개발,7395385,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7395391,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7395402,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7395411,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_재지원자,,,,,
비개발,7395412,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7395414,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7395415,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7395417,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7395418,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_포지션마감,,,,,
비개발,7395419,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7395422,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,7395423,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,7395424,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_불합격,,,,,
비개발,7395425,사람인,HR,2026. 4. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
